Restaurant;Location;Cuisines;Average_Cost;Minimum_Order;Rating;Votes;Reviews;Delivery_Time
ID_2519;Delhi University-GTB Nagar;North Indian, Fast Food;100;50;3.2;9;2;30 minutes
ID_1791;Nathan Road, Mangaldas Road, Pune;North Indian, South Indian, Chinese, Beverages, Ice Cream;200;50;3.6;223;103;30 minutes
ID_3358;MG Road, Pune;North Indian, South Indian, Chinese;200;50;3.1;7;2;30 minutes
ID_5409;Sandhurst Road, Mumbai CST Area;Pizza, Fast Food;250;50;4.2;84;62;30 minutes
ID_8140;Mico Layout, Stage 2, BTM Layout,Bangalore;Fast Food;100;50;-;-;-;30 minutes
ID_1100;Delhi Administration Flats, Timarpur;Street Food, North Indian, South Indian, Mithai, Beverages;200;50;3.9;783;167;45 minutes
ID_2590;D-Block, Sector 63, Noida;Chinese, Momos;150;50;3.5;100;30;45 minutes
ID_5578;Sector 14, Noida;Cafe, Italian;250;50;3.2;27;18;30 minutes
ID_1255;FTI College, Law College Road, Pune;Ice Cream, Beverages;100;50;3.4;9;1;30 minutes
ID_5694;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Pizza, Fast Food, Beverages;100;50;NEW;-;-;30 minutes
ID_7365;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Chinese;250;50;3.5;11;4;30 minutes
ID_5141;Musi Nagar, Malakpet, Hyderabad;Desserts, Mithai;100;50;3.5;14;5;30 minutes
ID_572;D-Block, Sector 63, Noida;North Indian;200;50;3.7;61;28;30 minutes
ID_720;Sandhurst Road, Mumbai CST Area;Biryani, North Indian, Mughlai;300;50;3.9;304;124;45 minutes
ID_3593;D-Block, Sector 63, Noida;North Indian, Chinese;150;50;2.4;21;9;65 minutes
ID_4987;Sandhurst Road, Mumbai CST Area;Desserts, Ice Cream;100;50;3.4;9;4;30 minutes
ID_7924;Sector 1, Noida;North Indian, Chinese, Kebab, Mughlai;800;50;4.7;1112;972;45 minutes
ID_4704;Majestic;South Indian, North Indian, Chinese;200;50;-;-;-;30 minutes
ID_5091;Rmz Centennial, I Gate, Whitefield;Andhra, North Indian;200;50;-;-;-;30 minutes
ID_1949;Majestic;Bakery, Desserts;100;50;3.7;12;6;30 minutes
ID_635;Chandni Chowk, Kolkata;Mishti;50;99;4.4;1512;579;45 minutes
ID_6293;Sector 1, Noida;North Indian, Chinese, Fast Food;150;50;-;-;-;30 minutes
ID_1667;Sector 63A,Gurgaon;Bakery, Fast Food;150;50;3.6;59;27;45 minutes
ID_686;Sector 1, Noida;Coffee, Cafe, Fast Food, Desserts, Beverages;250;50;3.7;111;83;30 minutes
ID_2823;Pune University;South Indian;150;50;-;-;-;30 minutes
ID_2393;Nathan Road, Mangaldas Road, Pune;Salad, Fast Food, South Indian, North Indian;200;50;3.4;40;29;30 minutes
ID_1994;Rmz Centennial, I Gate, Whitefield;Arabian, Middle Eastern, Biryani, Mughlai, Fast Food;250;50;3.3;32;18;30 minutes
ID_6284;Mico Layout, Stage 2, BTM Layout,Bangalore;Mughlai, Chinese;150;50;3.4;8;1;30 minutes
ID_5859;MG Road, Pune;Biryani, Kebab;200;50;NEW;-;-;30 minutes
ID_269;Mico Layout, Stage 2, BTM Layout,Bangalore;Mughlai, Biryani, Kebab, North Indian;200;50;3.7;374;117;30 minutes
ID_8089;Nathan Road, Mangaldas Road, Pune;North Indian, Chinese, Thai, European, Italian;650;50;3.6;186;114;30 minutes
ID_3834;Majestic;Fast Food, Biryani, Rolls;150;50;3.9;262;60;45 minutes
ID_7407;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Street Food;100;50;3.2;6;2;30 minutes
ID_6211;Sector 1, Noida;Rolls, Fast Food;200;50;3.8;62;38;30 minutes
ID_5960;Babarpur, New Delhi, Delhi;North Indian, Mughlai, Biryani;200;50;3.5;35;17;30 minutes
ID_3277;Rmz Centennial, I Gate, Whitefield;South Indian, North Indian, Andhra;100;50;NEW;-;-;30 minutes
ID_3970;Majestic;Burger, Fast Food;200;50;3.9;452;60;45 minutes
ID_6769;Sandhurst Road, Mumbai CST Area;Fast Food, South Indian, Street Food;150;50;3.2;15;9;45 minutes
ID_7139;Dockyard Road, Mumbai CST Area;Chinese, Mughlai, North Indian;250;50;3.1;6;1;30 minutes
ID_52;Sector 1, Noida;Fast Food;100;50;3.7;38;22;120 minutes
ID_2146;Mico Layout, Stage 2, BTM Layout,Bangalore;South Indian, Kerala, Biryani;150;50;3.6;14;2;30 minutes
ID_2955;Rmz Centennial, I Gate, Whitefield;North Indian, Chinese;200;50;2.9;30;14;30 minutes
ID_7190;D-Block, Sector 63, Noida;North Indian;200;50;-;-;-;30 minutes
ID_4112;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Rolls;100;50;4.0;-;-;30 minutes
ID_8250;Babarpur, New Delhi, Delhi;Street Food;100;50;3.5;28;9;30 minutes
ID_4703;Delhi Administration Flats, Timarpur;Chinese;200;50;3.0;340;61;45 minutes
ID_5806;Delhi Administration Flats, Timarpur;Street Food;50;50;-;-;-;30 minutes
ID_1235;Delhi Cantt.;Fast Food, Chinese, Beverages;150;50;NEW;-;-;30 minutes
ID_1449;D-Block, Sector 63, Noida;Street Food, Fast Food;100;50;2.7;10;5;30 minutes
ID_2329;Jaya Nagar, Saidabad, Hyderabad;South Indian;100;0;3.8;46;12;30 minutes
ID_2632;Sector 3, Marathalli;Desserts, Ice Cream;150;50;-;-;-;30 minutes
ID_2967;Mumbai Central;Healthy Food, Sandwich, Desserts, European, Italian, American, Bakery, Beverages;200;50;3.6;23;3;30 minutes
ID_528;MG Road, Pune;North Indian, Continental, Asian, Pizza;500;50;3.6;435;236;45 minutes
ID_4912;FTI College, Law College Road, Pune;North Indian, Chinese, Mughlai, Italian;600;50;3.9;161;80;30 minutes
ID_6692;FTI College, Law College Road, Pune;Fast Food, Biryani;150;50;3.3;12;2;30 minutes
ID_2886;FTI College, Law College Road, Pune;German, Continental, Beverages;600;50;4.1;2602;1510;45 minutes
ID_2522;Sector 63A,Gurgaon;Pizza;200;50;3.5;46;9;30 minutes
ID_6172;Mico Layout, Stage 2, BTM Layout,Bangalore;Fast Food;150;50;3.7;28;5;30 minutes
ID_5885;Delhi Cantt.;North Indian;200;50;2.8;63;29;30 minutes
ID_8127;Rmz Centennial, I Gate, Whitefield;North Indian, Fast Food;200;99;3.0;487;130;45 minutes
ID_6295;Pune University;Chinese, Fast Food;100;50;-;-;-;30 minutes
ID_5898;Mico Layout, Stage 2, BTM Layout,Bangalore;Beverages, Juices, North Indian;100;50;3.4;8;2;30 minutes
ID_1683;D-Block, Sector 63, Noida;Chinese;200;50;-;-;-;30 minutes
ID_4888;Jaya Nagar, Saidabad, Hyderabad;Kebab;200;50;2.8;196;11;30 minutes
ID_3441;Gora Bazar, Rajbari, North Dumdum, Kolkata;Cafe, Fast Food;250;50;3.7;67;39;30 minutes
ID_4500;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian;200;50;3.4;31;4;30 minutes
ID_889;D-Block, Sector 63, Noida;Biryani, Mughlai, Hyderabadi, Desserts;300;99;3.9;516;201;120 minutes
ID_1021;Majestic;Street Food;50;50;4.1;98;53;30 minutes
ID_6366;Delhi High Court, India Gate;South Indian, North Indian, Chinese;250;50;4.1;1023;498;45 minutes
ID_4956;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian, Fast Food;150;50;3.3;7;4;30 minutes
ID_8240;Dockyard Road, Mumbai CST Area;North Indian, Chinese, Mughlai;250;99;4.0;551;310;45 minutes
ID_6666;Raja Bazar, Kolkata;North Indian, Fast Food;100;50;3.4;94;36;45 minutes
ID_5307;Moulali, Kolkata;South Indian, North Indian, Fast Food;150;99;3.7;158;69;45 minutes
ID_3992;D-Block, Sector 63, Noida;North Indian;200;50;3.0;5;1;30 minutes
ID_3064;Delhi Administration Flats, Timarpur;North Indian;200;50;3.8;206;56;30 minutes
ID_3300;D-Block, Sector 63, Noida;North Indian, Beverages;100;50;NEW;-;-;30 minutes
ID_6771;Delhi University-GTB Nagar;South Indian, Chinese;150;50;3.5;40;22;45 minutes
ID_1116;Delhi University-GTB Nagar;North Indian, Chinese, Fast Food;200;50;-;-;-;30 minutes
ID_5321;FTI College, Law College Road, Pune;Biryani, Hyderabadi, North Indian, Mughlai;100;0;-;-;-;30 minutes
ID_3866;Sector 3, Marathalli;North Indian;150;50;3.7;110;34;45 minutes
ID_3419;MG Road, Pune;North Indian, Chinese;250;50;3.3;12;8;30 minutes
ID_5265;Rmz Centennial, I Gate, Whitefield;Hyderabadi, Biryani;300;99;3.8;872;146;65 minutes
ID_1877;Mico Layout, Stage 2, BTM Layout,Bangalore;Ice Cream, Desserts;150;50;4.6;285;121;45 minutes
ID_4068;Babarpur, New Delhi, Delhi;North Indian, Chinese;200;50;3.4;15;-;30 minutes
ID_5459;Sector 63A,Gurgaon;North Indian;150;50;NEW;-;-;30 minutes
ID_5412;Mico Layout, Stage 2, BTM Layout,Bangalore;Chinese, Thai, Momos;250;99;4.0;383;193;45 minutes
ID_4058;D-Block, Sector 63, Noida;Rolls;150;50;4.1;153;108;45 minutes
ID_5901;Delhi Administration Flats, Timarpur;North Indian;100;50;3.6;345;20;30 minutes
ID_4868;FTI College, Law College Road, Pune;Fast Food;200;50;3.3;51;10;30 minutes
ID_7273;Sector 1, Noida;Street Food, Chinese;100;50;-;-;-;30 minutes
ID_5479;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian;100;50;3.3;401;44;45 minutes
ID_2068;Mico Layout, Stage 2, BTM Layout,Bangalore;South Indian;100;50;4.0;137;34;45 minutes
ID_7491;D-Block, Sector 63, Noida;North Indian;250;50;2.9;4;2;30 minutes
ID_2824;Sandhurst Road, Mumbai CST Area;Continental, Juices, American, Fast Food, Italian, Ice Cream;200;50;2.8;94;49;45 minutes
ID_8437;Delhi Administration Flats, Timarpur;Fast Food, Beverages;250;50;4.0;105;61;30 minutes
ID_2757;Delhi High Court, India Gate;North Indian, Chinese, Fast Food, Momos;450;99;3.7;31;17;65 minutes
ID_634;Musi Nagar, Malakpet, Hyderabad;Desserts, Street Food;100;50;3.7;19;4;30 minutes
ID_6451;Delhi Administration Flats, Timarpur;North Indian, Chinese, Mughlai, South Indian;250;50;3.7;476;160;30 minutes
ID_2185;Sector 1, Noida;North Indian, Mughlai, Kebab;900;99;4.3;3519;1971;65 minutes
ID_1019;Mico Layout, Stage 2, BTM Layout,Bangalore;Maharashtrian, Fast Food, Street Food, Sandwich;100;50;4.1;46;17;30 minutes
ID_2010;Mico Layout, Stage 2, BTM Layout,Bangalore;Korean, Sushi;400;50;4.1;95;52;30 minutes
ID_6864;Delhi Administration Flats, Timarpur;North Indian;250;50;3.8;110;32;65 minutes
ID_4105;Sector 14, Noida;North Indian, Biryani, Rolls;200;50;3.3;5;2;30 minutes
ID_3718;Delhi High Court, India Gate;Bakery, Fast Food;100;50;4.1;287;76;30 minutes
ID_5865;D-Block, Sector 63, Noida;North Indian, Chinese, Rolls;250;50;4.3;467;197;65 minutes
ID_8056;Dockyard Road, Mumbai CST Area;Beverages, Ice Cream;100;50;3.7;37;18;30 minutes
ID_1997;Nathan Road, Mangaldas Road, Pune;North Indian;200;99;3.0;35;8;45 minutes
ID_4158;Pune University;Biryani, North Indian, Mughlai;200;50;NEW;-;-;30 minutes
ID_8184;Rmz Centennial, I Gate, Whitefield;South Indian, North Indian, Chinese, Beverages;150;50;3.8;29;8;30 minutes
ID_7413;Sector 14, Noida;North Indian;200;50;3.7;186;78;45 minutes
ID_8320;Dockyard Road, Mumbai CST Area;Fast Food;100;50;3.2;8;-;30 minutes
ID_2642;Delhi Cantt.;North Indian;250;99;-;-;-;30 minutes
ID_8109;Chandni Chowk, Kolkata;North Indian, Chinese, Bengali;150;50;-;-;-;30 minutes
ID_8454;Yerawada, Pune, Maharashtra;Italian, North Indian;550;50;3.8;120;83;30 minutes
ID_4652;Noorkhan Bazaar, Malakpet, Hyderabad;Burger, Fast Food, Beverages, Cafe, Desserts;200;50;3.0;4;2;30 minutes
ID_4506;Musi Nagar, Malakpet, Hyderabad;South Indian, Chinese;100;0;NEW;-;-;30 minutes
ID_8144;Yerawada, Pune, Maharashtra;Desserts;100;50;NEW;-;-;30 minutes
ID_6341;Babarpur, New Delhi, Delhi;Chinese, Fast Food, Momos;200;50;3.6;95;31;30 minutes
ID_699;Delhi Administration Flats, Timarpur;North Indian;200;50;2.9;4;3;45 minutes
ID_2297;Sector 14, Noida;Ice Cream, Beverages;150;50;4.1;31;24;30 minutes
ID_3236;Pune University;Biryani, Mughlai;150;50;3.3;14;1;30 minutes
ID_5184;Sector 3, Marathalli;North Indian, Chinese, Biryani;300;50;3.3;6;-;30 minutes
ID_1751;Mico Layout, Stage 2, BTM Layout,Bangalore;Desserts;150;50;-;-;-;30 minutes
ID_8525;Nathan Road, Mangaldas Road, Pune;Bakery;100;50;3.4;19;7;45 minutes
ID_8441;Sector 63A,Gurgaon;Burger;250;50;3.8;109;63;30 minutes
ID_6479;Majestic;Mithai, Street Food, Fast Food;150;50;4.0;124;66;30 minutes
ID_6962;Delhi Cantt.;North Indian, Chinese, Rolls;150;50;3.3;13;7;30 minutes
ID_105;FTI College, Law College Road, Pune;Tea, Street Food, Maharashtrian;100;50;3.5;23;9;30 minutes
ID_7456;Delhi University-GTB Nagar;Cafe, North Indian, Continental, Chinese;250;0;4.1;798;554;45 minutes
ID_3671;Sector 3, Marathalli;North Indian, Chinese;300;50;3.5;11;3;30 minutes
ID_7082;Noorkhan Bazaar, Malakpet, Hyderabad;South Indian;150;50;3.8;385;20;45 minutes
ID_7427;Mico Layout, Stage 2, BTM Layout,Bangalore;Fast Food, Desserts, Beverages;150;50;2.9;34;20;30 minutes
ID_3232;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Healthy Food;150;50;NEW;-;-;30 minutes
ID_5512;Sector 1, Noida;North Indian;100;50;-;-;-;30 minutes
ID_7871;Yerawada, Pune, Maharashtra;Desserts;100;50;4.0;61;32;45 minutes
ID_5703;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Fast Food, Pizza;200;50;3.6;275;64;30 minutes
ID_7019;Mumbai Central;North Indian, Chinese, Street Food;200;50;3.6;13;3;30 minutes
ID_8009;Delhi University-GTB Nagar;North Indian, Chinese;200;50;NEW;-;-;30 minutes
ID_7564;Mico Layout, Stage 2, BTM Layout,Bangalore;Biryani, North Indian;150;50;NEW;-;-;30 minutes
ID_244;Dockyard Road, Mumbai CST Area;Rolls, Sandwich, Fast Food, Beverages;200;50;3.7;267;64;30 minutes
ID_4151;Sector 14, Noida;Beverages;150;50;4.1;205;133;65 minutes
ID_5720;Delhi University-GTB Nagar;Pizza;150;50;NEW;-;-;30 minutes
ID_7512;Delhi Administration Flats, Timarpur;North Indian, Chinese;300;50;-;-;-;30 minutes
ID_573;D-Block, Sector 63, Noida;Chinese, North Indian, Mughlai;200;50;-;-;-;30 minutes
ID_7849;Sector 63A,Gurgaon;Chinese, North Indian, Continental;750;50;4.1;630;318;65 minutes
ID_6666;Moulali, Kolkata;North Indian, Fast Food;100;50;3.4;94;36;45 minutes
ID_682;Sector 14, Noida;Mughlai, North Indian, Chinese;200;50;3.4;50;18;30 minutes
ID_6557;D-Block, Sector 63, Noida;Ice Cream, Beverages;100;50;3.3;9;7;30 minutes
ID_5620;Sector 3, Marathalli;Pizza, Continental, Fast Food;300;50;3.6;45;32;30 minutes
ID_2191;Yerawada, Pune, Maharashtra;North Indian, Biryani;200;50;3.8;15;10;30 minutes
ID_1935;Mico Layout, Stage 2, BTM Layout,Bangalore;Chinese;150;50;-;-;-;30 minutes
ID_5881;D-Block, Sector 63, Noida;North Indian;200;50;4.0;67;57;30 minutes
ID_712;Dockyard Road, Mumbai CST Area;Fast Food, Lebanese, Beverages;100;50;NEW;-;-;30 minutes
ID_7601;Mumbai Central;Cafe, Healthy Food, Italian;600;50;2.7;8;5;45 minutes
ID_2083;Jaya Nagar, Saidabad, Hyderabad;Cafe, Beverages, Fast Food, Desserts;250;50;3.5;158;44;65 minutes
ID_6258;Pune University;Italian, Cafe, Salad;400;50;4.3;776;463;45 minutes
ID_7017;Sector 14, Noida;North Indian;100;50;3.1;5;-;30 minutes
ID_560;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian;100;50;3.6;14;4;30 minutes
ID_5138;Moulali, Kolkata;North Indian, Chinese, Bengali, Kebab;350;99;3.5;273;41;45 minutes
ID_6865;Tejas Nagar Colony, Wadala West, Mumbai;North Indian;200;50;4.0;-;-;30 minutes
ID_5952;Majestic;Beverages, Desserts;150;50;-;-;-;30 minutes
ID_1749;Mumbai Central;Desserts, Beverages;200;50;3.0;6;3;30 minutes
ID_5713;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Pizza, Fast Food, Beverages;150;50;3.0;28;13;30 minutes
ID_418;Mumbai Central;North Indian, South Indian, Street Food, Chinese, Beverages;400;50;3.5;92;56;30 minutes
ID_8066;Delhi University-GTB Nagar;Tibetan, Chinese;100;50;NEW;-;-;30 minutes
ID_6804;Chatta Bazaar, Malakpet, Hyderabad;Desserts;100;50;-;-;-;30 minutes
ID_3909;Mico Layout, Stage 2, BTM Layout,Bangalore;Andhra, Biryani, Chinese, North Indian, South Indian;150;50;4.0;240;60;45 minutes
ID_1450;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Street Food;100;50;3.3;9;6;30 minutes
ID_1339;Yerawada, Pune, Maharashtra;Bakery, Desserts;250;0;4.4;557;358;45 minutes
ID_7533;D-Block, Sector 63, Noida;Bakery;200;50;3.7;46;24;30 minutes
ID_60;Delhi Cantt.;North Indian;150;50;NEW;-;-;30 minutes
ID_3092;FTI College, Law College Road, Pune;North Indian, South Indian;100;50;3.2;8;1;30 minutes
ID_4654;Majestic;Burger, Fast Food;200;50;3.9;82;18;30 minutes
ID_2446;Rmz Centennial, I Gate, Whitefield;Beverages, Juices;100;50;3.7;59;43;30 minutes
ID_3282;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian;100;50;3.2;9;2;30 minutes
ID_4289;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian;150;50;-;-;-;65 minutes
ID_3203;Delhi Administration Flats, Timarpur;Healthy Food, Continental, Fast Food;200;50;-;-;-;30 minutes
ID_5946;Mico Layout, Stage 2, BTM Layout,Bangalore;South Indian, North Indian;100;50;-;-;-;30 minutes
ID_6709;Delhi Cantt.;North Indian, Rolls;100;99;3.7;77;10;65 minutes
ID_5538;Sector 1, Noida;North Indian, Beverages;100;50;-;-;-;30 minutes
ID_1657;Mumbai Central;North Indian, South Indian, Beverages, Desserts;200;50;3.1;5;4;30 minutes
ID_5415;Sector 14, Noida;North Indian, Chinese;200;50;3.6;88;46;45 minutes
ID_572;Delhi Administration Flats, Timarpur;North Indian, Mughlai;200;50;3.7;42;9;30 minutes
ID_7604;MG Road, Pune;Bakery;100;50;3.3;16;3;45 minutes
ID_8639;Delhi Administration Flats, Timarpur;Biryani, Mughlai;300;50;3.4;90;54;30 minutes
ID_946;Nathan Road, Mangaldas Road, Pune;North Indian, Mughlai;200;50;3.3;25;7;30 minutes
ID_1239;MG Road, Pune;North Indian, Chinese, Fast Food;200;50;3.5;40;22;30 minutes
ID_4409;Delhi High Court, India Gate;North Indian, Mughlai;200;50;4.0;468;218;45 minutes
ID_6812;D-Block, Sector 63, Noida;North Indian;100;50;3.5;28;13;30 minutes
ID_8039;Rmz Centennial, I Gate, Whitefield;Chinese, Momos;200;50;2.7;93;36;65 minutes
ID_8642;Sector 1, Noida;Fast Food;150;50;3.0;4;-;30 minutes
ID_4854;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Chinese, Momos;100;50;3.8;180;65;45 minutes
ID_8291;Babarpur, New Delhi, Delhi;North Indian, Chinese;200;50;3.0;-;-;30 minutes
ID_5340;Sector 3, Marathalli;Andhra, North Indian;100;99;-;-;-;30 minutes
ID_4943;Mumbai Central;Biryani, North Indian;150;50;-;-;-;30 minutes
ID_46;D-Block, Sector 63, Noida;Fast Food, Rolls;100;50;3.1;5;4;30 minutes
ID_1122;Nathan Road, Mangaldas Road, Pune;Cafe, American, Fast Food;200;50;3.5;90;35;30 minutes
ID_3637;Sandhurst Road, Mumbai CST Area;Mughlai, North Indian;200;50;2.7;16;8;30 minutes
ID_7127;Delhi University-GTB Nagar;North Indian;50;50;3.8;65;18;30 minutes
ID_7447;FTI College, Law College Road, Pune;Cafe;100;50;3.4;45;28;30 minutes
ID_8527;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Bakery, Fast Food;100;50;-;-;-;30 minutes
ID_1643;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian, Chinese;200;50;4.0;208;93;30 minutes
ID_3970;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Fast Food;200;50;3.8;714;130;45 minutes
ID_6928;Sandhurst Road, Mumbai CST Area;Fast Food, Burger, Sandwich;150;50;3.4;26;13;30 minutes
ID_463;Yerawada, Pune, Maharashtra;Ice Cream, Desserts;100;50;3.8;36;19;30 minutes
ID_5122;Chandni Chowk, Kolkata;North Indian, Bengali, Fast Food;200;50;-;-;-;30 minutes
ID_1278;Nathan Road, Mangaldas Road, Pune;Cafe, Fast Food, Korean, Desserts;300;50;4.0;134;73;30 minutes
ID_2634;Babarpur, New Delhi, Delhi;North Indian;200;50;3.3;-;-;30 minutes
ID_2164;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian, Chinese, Rolls;150;50;3.1;6;-;30 minutes
ID_7859;Jaya Nagar, Saidabad, Hyderabad;Beverages;150;50;3.7;15;3;30 minutes
ID_4875;Delhi Cantt.;Chinese, North Indian;150;50;NEW;-;-;30 minutes
ID_3411;FTI College, Law College Road, Pune;North Indian;250;50;3.1;4;1;30 minutes
ID_780;MG Road, Pune;Mithai, Street Food;150;50;3.3;4;3;30 minutes
ID_5967;Sector 3, Marathalli;Chinese;150;50;3.5;78;28;30 minutes
ID_1209;Dockyard Road, Mumbai CST Area;Cafe, Fast Food;250;50;3.0;28;21;45 minutes
ID_4153;Sector 3, Marathalli;North Indian, Chinese;200;50;3.5;10;5;30 minutes
ID_7261;Dockyard Road, Mumbai CST Area;North Indian, South Indian, Chinese, Fast Food;350;50;3.0;19;5;45 minutes
ID_4018;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Desserts;50;50;3.4;16;8;30 minutes
ID_5058;D-Block, Sector 63, Noida;North Indian, Chinese, Fast Food;200;50;3.5;34;8;45 minutes
ID_5673;Delhi Cantt.;Cafe, Italian, Chinese, Continental, Beverages;350;50;4.0;676;532;65 minutes
ID_339;Mico Layout, Stage 2, BTM Layout,Bangalore;Kerala, South Indian;200;50;3.4;7;1;30 minutes
ID_2853;Chandni Chowk, Kolkata;Mishti, Street Food, South Indian;100;50;3.5;77;35;30 minutes
ID_8574;Mico Layout, Stage 2, BTM Layout,Bangalore;Cafe, European, Continental;300;50;4.2;1136;369;45 minutes
ID_3682;Sandhurst Road, Mumbai CST Area;Desserts;100;50;3.9;73;46;30 minutes
ID_2157;Pune University;Street Food, Chinese;150;50;3.0;97;11;45 minutes
ID_3630;Delhi High Court, India Gate;North Indian, Chinese, Continental, Beverages;250;50;-;-;-;30 minutes
ID_4371;Sector 3, Marathalli;Desserts, Beverages;150;50;3.3;5;3;30 minutes
ID_5233;FTI College, Law College Road, Pune;Chinese, North Indian, Bengali, Salad;500;50;4.1;2138;1318;65 minutes
ID_1967;Delhi High Court, India Gate;Finger Food;500;0;3.1;7;1;30 minutes
ID_2608;D-Block, Sector 63, Noida;Bakery, Desserts, Fast Food, Beverages;200;50;3.7;47;34;30 minutes
ID_3325;Delhi University-GTB Nagar;Chinese;200;50;3.8;293;102;30 minutes
ID_7644;D-Block, Sector 63, Noida;Chinese, North Indian;250;99;-;-;-;45 minutes
ID_8563;Sector 63A,Gurgaon;Momos, Fast Food;150;50;3.0;34;21;45 minutes
ID_5472;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian;200;50;3.3;11;4;30 minutes
ID_6044;D-Block, Sector 63, Noida;Chinese, Momos;150;50;3.6;50;21;30 minutes
ID_1531;Sandhurst Road, Mumbai CST Area;Hyderabadi, Arabian, Chinese, Mughlai;200;50;3.8;149;74;30 minutes
ID_5849;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Chinese, Finger Food;400;50;4.3;1487;885;30 minutes
ID_4254;Rmz Centennial, I Gate, Whitefield;Beverages, Ice Cream;100;50;3.9;29;12;30 minutes
ID_2042;Mico Layout, Stage 2, BTM Layout,Bangalore;Asian, Chinese;150;50;NEW;-;-;30 minutes
ID_4154;Noorkhan Bazaar, Malakpet, Hyderabad;South Indian;100;50;3.9;819;153;45 minutes
ID_463;Majestic;Ice Cream, Desserts;200;50;4.1;50;25;30 minutes
ID_6539;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, South Indian, Biryani, Beverages;150;50;3.4;8;5;30 minutes
ID_5958;Yerawada, Pune, Maharashtra;North Indian;200;50;-;-;-;30 minutes
ID_2116;Sector 1, Noida;North Indian, Chinese;300;99;2.9;10;2;65 minutes
ID_6169;Sector 1, Noida;North Indian;300;50;NEW;-;-;30 minutes
ID_1271;Sector 63A,Gurgaon;Continental, Chinese, Fast Food, Momos;300;99;4.3;283;138;65 minutes
ID_640;Moulali, Kolkata;North Indian, Street Food, Beverages;200;50;4.0;2090;1046;45 minutes
ID_2960;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Street Food;100;50;3.6;83;14;45 minutes
ID_6330;Delhi Administration Flats, Timarpur;Pizza;150;50;3.3;32;1;30 minutes
ID_3274;Mico Layout, Stage 2, BTM Layout,Bangalore;Arabian, Mughlai, Chinese, Fast Food;150;50;4.1;75;16;30 minutes
ID_7570;Yerawada, Pune, Maharashtra;Indian, Chinese, Fast Food, Mughlai;200;50;-;-;-;30 minutes
ID_7837;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Fast Food, Juices, Beverages;100;50;4.0;73;16;30 minutes
ID_201;Sector 14, Noida;Street Food;100;50;4.0;115;22;30 minutes
ID_232;FTI College, Law College Road, Pune;Fast Food, Street Food, North Indian;100;50;3.3;18;-;30 minutes
ID_8044;D-Block, Sector 63, Noida;North Indian, Mughlai;700;50;4.3;2153;1412;65 minutes
ID_1335;Dockyard Road, Mumbai CST Area;Bakery, Desserts;150;50;4.3;159;86;30 minutes
ID_4045;Delhi University-GTB Nagar;Fast Food, Kebab;100;50;3.2;6;3;30 minutes
ID_3183;Delhi University-GTB Nagar;North Indian, Mughlai;200;99;3.4;26;3;30 minutes
ID_3867;Sector 14, Noida;Mughlai, North Indian;200;50;3.8;254;46;30 minutes
ID_2993;Delhi University-GTB Nagar;North Indian, Chinese;300;50;3.6;173;60;45 minutes
ID_8525;MG Road, Pune;Bakery;100;50;3.1;6;1;30 minutes
ID_7394;Yerawada, Pune, Maharashtra;Fast Food, Pizza, Sandwich, Desserts;200;50;3.3;26;6;45 minutes
ID_8188;FTI College, Law College Road, Pune;Beverages, Desserts;100;50;3.3;8;1;30 minutes
ID_117;Sector 1, Noida;Bengali, North Indian;300;50;3.3;78;38;45 minutes
ID_4233;Delhi University-GTB Nagar;Rolls, Fast Food;200;50;3.2;10;4;30 minutes
ID_1595;Sandhurst Road, Mumbai CST Area;Italian, Street Food, Fast Food;150;50;3.6;99;30;65 minutes
ID_6516;D-Block, Sector 63, Noida;North Indian, Chinese, Biryani, Continental;400;50;3.5;23;16;30 minutes
ID_6138;FTI College, Law College Road, Pune;Asian, North Indian, European, Continental, Finger Food;800;50;4.3;170;111;30 minutes
